Year,Crop,District,Block_name,grand_total_production,grand_total_area,Rain_fall_actual(mm),Rain_fall_deviation(%),Temp_max(C),Temp_min(C),Yield,Temp_mean(C),Tbase,GDD_Year
2018,Pepper,PALAKKAD,Sreekrishnapuram,62.676,244.83,2269.5,0.52,36.0,22.0,0.255998039455949,29.0,10,19.0
2018,Pepper,KOLLAM,Sasthamcotta,84.922,375.76,2532.9,0.2,35.0,21.0,0.22600063870555673,28.0,10,18.0
2018,Pepper,PATHANAMTHITTA,Ranni,90.446,391.54,3017.9,0.96,35.0,18.0,0.23100066404454206,26.5,10,16.5
2018,Pepper,THRISSUR,Puzhakal,30.158,78.13,1958.3,-0.03,36.4,19.8,0.3859976961474466,28.1,10,18.1
2018,Pepper,PATHANAMTHITTA,Pulikeezh,14.549,54.49,2341.7,0.06,36.0,19.0,0.26700311983850245,27.5,10,17.5
2018,Pepper,TRIVANDRUM,Pothencode,17.847,70.82,1705.0,0.06,36.3,22.0,0.25200508330979954,29.15,10,19.15
2018,Pepper,MALAPPURAM,Ponnani,17.787,92.16,1833.8,-0.04,36.0,23.0,0.19300130208333333,29.5,10,19.5
2018,Pepper,MALAPPURAM,Perumpadappa,13.774,84.5,1801.8,-0.06,36.7,20.0,0.1630059171597633,28.35,10,18.35
2018,Pepper,TRIVANDRUM,Perumkadavila,47.401,211.61,2519.4,0.94,34.0,23.0,0.22400170124285243,28.5,10,18.5
2018,Pepper,MALAPPURAM,Perintalmanna,54.239,320.94,2020.1,0.04,37.0,19.8,0.16900043621860783,28.4,10,18.4
2018,Pepper,KANNUR,Peravur,138.769,459.5,2229.9,0.38,36.7,21.6,0.302,29.150000000000002,10,19.150000000000002
2018,Pepper,KOZHIKODE,Perambra,66.468,321.1,2444.7,0.2,38.0,20.0,0.20700093428838368,29.0,10,19.0
2018,Pepper,THRISSUR,Pazhayanoor,68.533,190.37,1950.7,0.18,36.8,20.0,0.3599989494142985,28.4,10,18.4
2018,Pepper,KANNUR,Payyannur,212.125,534.32,2428.9,-0.29,36.7,21.0,0.39699992513849375,28.85,10,18.85
2018,Pepper,ALAPPUZHA,Pattanakkad,4.853,62.22,2701.2,0.23,36.3,19.8,0.07799742847958856,28.049999999999997,10,18.049999999999997
2018,Pepper,PALAKKAD,Pattambi,69.099,190.88,1910.2,0.01,34.7,20.6,0.3620023051131601,27.650000000000002,10,17.650000000000002
2018,Pepper,KOLLAM,Pathanapuram,53.623,191.51,2737.9,0.39,36.4,23.0,0.28000104433188866,29.7,10,19.7
2018,Pepper,ERNAKULAM,Paravur,8.226,71.53,2046.5,-0.13,36.0,23.0,0.11500069900740949,29.5,10,19.5
2018,Pepper,TRIVANDRUM,Parassala,26.729,110.91,2291.3,1.02,36.4,21.0,0.2409972049409431,28.7,10,18.7
2018,Pepper,KASARAGOD,Parappa,292.814,606.24,2439.1,-0.28,39.0,21.2,0.4830001319609396,30.1,10,20.1
2018,Pepper,PATHANAMTHITTA,Parakodu,99.424,196.49,2816.3,0.27,36.7,36.0,0.5060003053590514,36.35,10,26.35
2018,Pepper,ERNAKULAM,Parakkadavu,31.473,154.28,2124.8,-0.09,36.0,19.0,0.20399922219341457,27.5,10,17.5
2018,Pepper,KOZHIKODE,Panthalayani,16.67,120.8,2371.3,0.12,36.9,18.0,0.13799668874172188,27.45,10,17.45
2018,Pepper,KANNUR,Panoor,45.579,141.11,2408.7,0.0,36.0,21.0,0.32300333073488763,28.5,10,18.5
2018,Pepper,PATHANAMTHITTA,Pandalam,62.69,109.79,2745.1,0.14,34.0,21.6,0.5709991802532106,27.8,10,17.8
2018,Pepper,WAYANAD,Panamaram,1333.831,4029.7,1977.6,0.9,32.0,14.9,0.3310000744472293,23.45,10,13.45
2018,Pepper,ERNAKULAM,Pampakuda,23.924,117.85,3277.7,0.27,35.0,19.0,0.20300381841323717,27.0,10,17.0
2018,Pepper,KOTTAYAM,Pampady,110.797,424.51,2765.1,0.0,35.0,21.0,0.2609997408777178,28.0,10,18.0
2018,Pepper,ERNAKULAM,Palluruthy,3.9,24.53,2732.2,0.17,36.0,23.1,0.15898899306971054,29.55,10,19.55
2018,Pepper,KOTTAYAM,Pallom,155.297,275.35,2353.3,-0.01,37.0,19.8,0.5639985473034319,28.4,10,18.4
2018,Pepper,PALAKKAD,Palakkad,16.111,60.34,1873.5,0.41,41.6,18.0,0.2670036460059662,29.8,10,19.8
2018,Pepper,PALAKKAD,Ottapalam,128.926,272.57,2033.5,0.21,41.0,18.0,0.4730014308251091,29.5,10,19.5
2018,Pepper,THRISSUR,Ollukkara,18.86,70.11,2006.9,0.13,38.4,21.3,0.26900584795321636,29.85,10,19.85
2018,Pepper,KOLLAM,Oachira,22.523,104.76,2460.7,0.3,35.0,20.46,0.21499618174875906,27.73,10,17.73
2018,Pepper,KASARAGOD,Nileshwar,74.654,186.17,2335.8,-0.3,36.8,23.0,0.40099908685609925,29.9,10,19.9
2018,Pepper,MALAPPURAM,Nilamboor,15.617,109.21,1873.3,-0.01,37.2,20.0,0.14299972529988098,28.6,10,18.6
2018,Pepper,TRIVANDRUM,Nemom,29.763,143.09,2418.5,0.79,36.3,18.0,0.20800195681039907,27.15,10,17.15
2018,Pepper,PALAKKAD,Nemmara,15.698,95.14,1543.6,0.13,40.0,19.0,0.1649989489173849,29.5,10,19.5
2018,Pepper,IDUKKI,Nedumkandam,4305.991479999997,7944.199999999996,1993.3,0.85,31.5,18.0,0.5900000436149843,24.75,10,14.75
2018,Pepper,TRIVANDRUM,Nedumangad,61.765,127.35,2375.5,0.72,35.0,22.0,0.4850019630938359,28.5,10,18.5
2018,Pepper,ERNAKULAM,Muvattupuzha,52.787,174.79,3515.3,0.37,39.0,18.0,0.30200240288346014,28.5,10,18.5
2018,Pepper,ALAPPUZHA,Muthukulam,10.393,83.14,2401.7,0.12,36.0,22.0,0.12500601395236952,29.0,10,19.0
2018,Pepper,THRISSUR,Mullassery,16.96,44.75,1818.9,-0.13,36.7,21.0,0.37899441340782125,28.85,10,18.85
2018,Pepper,ERNAKULAM,Mulanthuruthy,56.195,145.96,3108.5,0.22,36.0,19.8,0.38500274047684296,27.9,10,17.9
2018,Pepper,KOLLAM,Mukhathala,53.061,200.23,2255.7,0.04,36.3,22.8,0.26500024971283026,29.549999999999997,10,19.549999999999997
2018,Pepper,KOZHIKODE,Melady,12.409,83.28,2291.1,0.05,35.6,22.0,0.14900336215177715,28.8,10,18.8
2018,Pepper,ALAPPUZHA,Mavelikkara,5.479,26.34,2486.4,0.15,36.0,22.0,0.20801063022019742,29.0,10,19.0
2018,Pepper,THRISSUR,Mathilakam,6.16,44.64,1838.7,-0.2,34.6,19.8,0.13799283154121864,27.200000000000003,10,17.200000000000003
2018,Pepper,PALAKKAD,Mannarkkad,161.176,381.03,2394.6,0.61,38.0,18.8,0.4230008135842322,28.4,10,18.4
2018,Pepper,MALAPPURAM,Mankada,29.885,160.67,1896.7,-0.05,37.0,20.0,0.18600236509615986,28.5,10,18.5
2018,Pepper,KASARAGOD,Manjeswar,231.001,407.41,2334.0,-0.25,36.7,20.0,0.5669988463709776,28.35,10,18.35
2018,Pepper,WAYANAD,Mananthawady,572.273,2404.51,2000.4,0.42,33.0,16.0,0.23799984196364332,24.5,10,14.5
2018,Pepper,PATHANAMTHITTA,Mallappally,97.214,248.63,2786.9,-0.02,36.7,36.0,0.39099867272654143,36.35,10,26.35
2018,Pepper,MALAPPURAM,Malappuram,27.422,137.11,1945.7,-0.04,37.2,20.0,0.19999999999999998,28.6,10,18.6
2018,Pepper,PALAKKAD,Malampuzha,2.757,15.23,1593.8,0.56,41.0,20.0,0.18102429415627053,30.5,10,20.5
2018,Pepper,THRISSUR,Mala,65.361,209.49,2001.3,-0.14,36.3,20.0,0.312000572819705,28.15,10,18.15
2018,Pepper,KOTTAYAM,Madappally,98.537,180.14,2254.4,-0.03,38.5,23.0,0.547002331519929,30.75,10,20.75
2018,Pepper,KOTTAYAM,Lalam,116.762,295.6,3033.1,0.11,36.0,22.5,0.39499999999999996,29.25,10,19.25
2018,Pepper,PALAKKAD,Kuzhalmannam,13.989,64.17,1532.5,0.19,40.0,19.9,0.21799906498363722,29.95,10,19.95
2018,Pepper,MALAPPURAM,Kuttippuram,51.25,256.25,1862.1,-0.08,37.2,20.0,0.2,28.6,10,18.6
2018,Pepper,KANNUR,Kuthuparamba,166.761,296.2,2506.8,0.04,38.0,21.0,0.5630013504388927,29.5,10,19.5
2018,Pepper,KOZHIKODE,Kunnummel,85.993,350.99,2307.9,0.2,37.1,21.0,0.24500128208780875,29.05,10,19.05
2018,Pepper,KOZHIKODE,Kunnamangalam,39.037,256.82,2462.4,0.26,39.0,23.0,0.15200140175998755,31.0,10,21.0
2018,Pepper,KOZHIKODE,Kozhikode,4.59,34.0,2358.7,0.09,35.6,21.0,0.135,28.3,10,18.3
2018,Pepper,KOLLAM,Kottarakara,63.546,182.08,2664.4,0.17,36.0,20.0,0.34900043936731107,28.0,10,18.0
2018,Pepper,ERNAKULAM,Kothamangalam,72.393,228.37,3336.5,0.38,36.4,19.8,0.3169987301309279,28.1,10,18.1
2018,Pepper,ERNAKULAM,Koovappady,30.202,100.34,2956.5,0.24,37.0,21.0,0.3009966115208292,29.0,10,19.0
2018,Pepper,PATHANAMTHITTA,Konni,87.301,222.14,2839.1,1.03,36.4,20.0,0.3929999099666877,28.2,10,18.2
2018,Pepper,MALAPPURAM,Kondotty,26.073,115.88,2304.0,0.18,38.0,20.0,0.225,29.0,10,19.0
2018,Pepper,PALAKKAD,Kollengode,1.918,12.14,1352.2,0.14,42.3,19.0,0.15799011532125204,30.65,10,20.65
2018,Pepper,PATHANAMTHITTA,Koipuram,50.802,165.48,2829.5,0.07,35.6,21.0,0.3069978245105149,28.3,10,18.3
2018,Pepper,KOZHIKODE,Koduvally,73.483,440.02,2503.0,0.27,36.7,21.0,0.16699922730784966,28.85,10,18.85
2018,Pepper,THRISSUR,Kodakara,52.973,185.22,2101.7,0.2,39.0,18.0,0.28600043191879926,28.5,10,18.5
2018,Pepper,TRIVANDRUM,Kilimanoor,160.202,401.51,1887.7,0.1,36.4,20.0,0.39899877960698366,28.2,10,18.2
2018,Pepper,IDUKKI,Kattapana,4305.991479999997,6860.35,2122.6,0.6,29.1,14.0,0.6990000510178052,21.55,10,11.55
2018,Pepper,KASARAGOD,Kasaragod,167.388,364.68,2438.0,-0.12,37.8,20.0,0.4589996709443896,28.9,10,18.9
2018,Pepper,KASARAGOD,Karaduka,661.161,960.99,2669.1,-0.13,38.0,21.0,0.6879998751287734,29.5,10,19.5
2018,Pepper,KANNUR,Kannur,11.621,45.75,2509.5,-0.01,36.6,20.5,0.25401092896174865,28.55,10,18.55
2018,Pepper,KOTTAYAM,Kanjirappally,149.433,439.51,3217.7,0.23,35.0,17.0,0.3399990898955655,26.0,10,16.0
2018,Pepper,ALAPPUZHA,Kanjikuzhy,5.654,49.6,2523.9,0.11,36.3,21.0,0.11399193548387096,28.65,10,18.65
2018,Pepper,KASARAGOD,Kanhangad,90.285,231.5,2375.7,-0.2,38.0,20.0,0.38999999999999996,29.0,10,19.0
2018,Pepper,WAYANAD,Kalpetta,565.523,1528.44,2172.8,0.23,38.0,21.6,0.3700001308523724,29.8,10,19.8
2018,Pepper,KANNUR,Kalliassery,72.406,184.71,2436.1,-0.04,36.6,19.8,0.391998267554545,28.200000000000003,10,18.200000000000003
2018,Pepper,MALAPPURAM,Kalikavu,42.267,175.38,1878.1,0.22,36.7,19.8,0.24100239479986318,28.25,10,18.25
2018,Pepper,KOTTAYAM,Kaduthuruthy,55.76,183.42,2993.0,0.15,38.5,20.0,0.3040017446298114,29.25,10,19.25
2018,Pepper,KOLLAM,Ithikkara,62.792,211.42,2138.2,0.14,36.0,19.8,0.2970012297795857,27.9,10,17.9
2018,Pepper,KANNUR,Iritty,131.53,456.7,2418.6,0.32,36.9,20.0,0.2880008758484782,28.45,10,18.45
2018,Pepper,THRISSUR,Irinjalakuda,50.438,90.39,1850.5,-0.14,36.3,21.0,0.5580042040048678,28.65,10,18.65
2018,Pepper,KANNUR,Irikkur,240.827,570.68,2697.2,0.14,37.0,18.9,0.42200007009182033,27.95,10,17.95
2018,Pepper,IDUKKI,Idukki,1926.657,6058.67,2643.8,0.49,32.5,14.0,0.31799999009683644,23.25,10,13.25
2018,Pepper,ALAPPUZHA,Harippad,8.877,51.02,2246.3,0.04,36.3,21.0,0.1739905919247354,28.65,10,18.65
2018,Pepper,KOTTAYAM,Etumanoor,16.146,70.2,2402.3,-0.03,38.5,22.0,0.23,30.25,10,20.25
2018,Pepper,KOTTAYAM,Erattupetta,215.958,487.49,3089.4,0.16,34.0,21.0,0.44299985640731093,27.5,10,17.5
2018,Pepper,PATHANAMTHITTA,Elanthoor,66.051,184.5,2865.9,0.19,36.3,19.8,0.358,28.049999999999997,10,18.049999999999997
2018,Pepper,IDUKKI,Elamdesam,66.201,235.59,3276.5,0.37,31.0,14.0,0.28100089137909073,22.5,10,12.5
2018,Pepper,ERNAKULAM,Edappally,10.561,50.53,2386.0,-0.01,36.3,23.4,0.2090045517514348,29.849999999999998,10,19.849999999999998
2018,Pepper,KANNUR,Edakkad,46.449,171.4,2500.4,0.01,36.9,20.0,0.27099766627771293,28.45,10,18.45
2018,Pepper,IDUKKI,Devikulam,1092.559,2008.38,2200.9,0.51,27.0,11.5,0.5440001394158476,19.25,10,9.25
2018,Pepper,THRISSUR,Chowannur,37.585,142.91,1820.2,-0.06,36.3,21.7,0.2629976908543839,29.0,10,19.0
2018,Pepper,PALAKKAD,Chittur,2.302,11.99,1260.5,0.19,40.0,19.1,0.1919933277731443,29.55,10,19.55
2018,Pepper,KOLLAM,Chittumala,48.457,178.15,2347.5,0.11,36.3,19.8,0.2720011226494527,28.049999999999997,10,18.049999999999997
2018,Pepper,TRIVANDRUM,Chirayinkeezhu,29.771,100.24,1628.3,-0.09,35.4,22.0,0.2969972067039106,28.7,10,18.7
2018,Pepper,THRISSUR,Cherpu,16.293,58.19,1851.8,-0.08,36.3,19.9,0.2799965629833305,28.099999999999998,10,18.099999999999998
2018,Pepper,ALAPPUZHA,Chengannur,47.975,83.58,2601.4,0.17,36.3,22.0,0.5740009571667863,29.15,10,19.15
2018,Pepper,KOZHIKODE,Chelannur,39.037,155.89,2473.5,0.15,36.7,22.1,0.2504137532875746,29.400000000000002,10,19.400000000000002
2018,Pepper,KOLLAM,Chavara,21.141,95.66,2303.1,0.23,35.5,19.4,0.22100146351662137,27.45,10,17.45
2018,Pepper,THRISSUR,Chavakkad,2.187,12.94,1755.4,-0.11,36.4,19.6,0.16901081916537866,28.0,10,18.0
2018,Pepper,ALAPPUZHA,Champakkulam,2.948,20.76,2130.2,-0.06,36.3,21.2,0.1420038535645472,28.75,10,18.75
2018,Pepper,THRISSUR,Chalakudy,66.659,192.1,2326.1,0.01,37.2,20.0,0.3470015616866216,28.6,10,18.6
2018,Pepper,KOLLAM,Chadayamangalam,127.473,363.17,2271.8,0.35,36.3,22.0,0.3510009086653633,29.15,10,19.15
2018,Pepper,ALAPPUZHA,Bharanikkavu,14.293,97.9,2616.5,0.17,36.3,21.6,0.14599591419816138,28.95,10,18.95
2018,Pepper,KOZHIKODE,Balussery,89.875,478.06,2501.9,0.22,37.2,19.9,0.18799941429946032,28.55,10,18.55
2018,Pepper,IDUKKI,Azhutha,4305.991479999997,7944.199999999996,2458.1,0.73,28.0,12.6,0.5510000288573915,20.3,10,10.3
2018,Pepper,PALAKKAD,Attappady,281.957,505.3,2131.3,1.03,35.0,18.0,0.5579992083910548,26.5,10,16.5
2018,Pepper,TRIVANDRUM,Athiyannoor,15.92,58.53,2215.3,0.73,36.3,19.0,0.2719972663591321,27.65,10,17.65
2018,Pepper,ALAPPUZHA,Aryad,3.429,22.71,2408.8,0.07,34.0,20.9,0.1509907529722589,27.45,10,17.45
2018,Pepper,MALAPPURAM,Arecode,47.799,255.61,2181.6,0.14,36.4,21.0,0.18699972614529947,28.7,10,18.7
2018,Pepper,THRISSUR,Anthikad,6.647,33.4,1786.6,-0.12,36.3,22.0,0.19901197604790422,29.15,10,19.15
2018,Pepper,ERNAKULAM,Angamaly,34.875,182.59,2648.5,0.16,36.3,19.5,0.19100169779286927,27.9,10,17.9
2018,Pepper,KOLLAM,Anchal,153.198,567.4,2553.3,0.65,36.3,22.0,0.27,29.15,10,19.15
2018,Pepper,ALAPPUZHA,Ambalapuzha,2.734,19.67,1994.9,-0.09,36.3,21.7,0.1389933909506863,29.0,10,19.0
2018,Pepper,PALAKKAD,Alathur,61.248,190.21,1763.0,0.29,36.4,21.0,0.3220019977919142,28.7,10,18.7
2018,Pepper,ERNAKULAM,Alangad,11.215,37.26,2108.9,-0.12,36.3,18.6,0.30099302200751477,27.45,10,17.45
2018,Pepper,IDUKKI,Adimali,4140.731,7264.44,2943.7,0.38,29.5,12.7,0.570000027531372,21.1,10,11.100000000000001
2018,Tapioca,MALAPPURAM,Wandoor,24034.032,617.08,1920.5,0.0,36.0,20.0,38.948000259285664,28.0,10,18.0
2018,Tapioca,THRISSUR,Wadakkanchery,1329.042,43.28,2000.2,0.07,33.0,23.0,30.70799445471349,28.0,10,18.0
2018,Tapioca,ERNAKULAM,Vypin,47.85,2.2,2155.2,-0.1,33.0,23.0,21.75,28.0,10,18.0
2018,Tapioca,KOLLAM,Vettikavala,64025.263,2069.47,2784.6,0.23,36.4,19.8,30.938000067650172,28.1,10,18.1
2018,Tapioca,MALAPPURAM,Vengara,13981.248,535.68,2061.4,0.0,37.0,20.0,26.1,28.5,10,18.5
2018,Tapioca,THRISSUR,Vellangallur,1876.352,45.66,1866.9,-0.2,36.3,21.0,41.093999123959705,28.65,10,18.65
2018,Tapioca,TRIVANDRUM,Vellanad,35058.709,1110.05,2946.3,1.03,35.0,22.0,31.582999864870956,28.5,10,18.5
2018,Tapioca,ALAPPUZHA,Veliyanad,347.612,12.17,2169.3,-0.07,36.0,23.0,28.563023829087925,29.5,10,19.5
2018,Tapioca,KOTTAYAM,Vazhoor,14782.697,335.65,2953.1,0.0,36.3,23.0,44.04199910621183,29.65,10,19.65
2018,Tapioca,ERNAKULAM,Vazhakulam,21065.841,449.28,2639.8,0.04,36.0,21.0,46.888000801282054,28.5,10,18.5
2018,Tapioca,KOZHIKODE,Vatakara,466.813,19.25,2323.3,-0.04,36.8,20.46,24.250025974025974,28.63,10,18.63
2018,Tapioca,TRIVANDRUM,Varkala,54922.328,1547.96,1852.4,0.0,39.0,24.0,35.48045685935037,31.5,10,21.5
2018,Tapioca,TRIVANDRUM,Vamanapuram,49667.443,1440.68,2550.6,0.88,36.3,19.0,34.475,27.65,10,17.65
2018,Tapioca,KOTTAYAM,Vaikom,3271.819,117.11,2762.2,0.07,36.3,18.0,27.93799846298352,27.15,10,17.15
2018,Tapioca,ERNAKULAM,Vadavucode,18395.013,397.73,3086.2,0.21,36.3,19.8,46.25000125713423,28.049999999999997,10,18.049999999999997
2018,Tapioca,KOTTAYAM,Uzhavoor,62719.953,1272.21,2998.9,0.14,36.0,21.7,49.3,28.85,10,18.85
2018,Tapioca,MALAPPURAM,Tirurangadi,4595.816,174.56,2173.7,0.05,36.4,20.1,26.32800183318057,28.25,10,18.25
2018,Tapioca,MALAPPURAM,Tirur,380.744,15.61,1882.4,-0.04,37.0,20.0,24.391031390134533,28.5,10,18.5
2018,Tapioca,ALAPPUZHA,Thycattussery,228.352,10.35,2782.6,0.25,33.0,21.0,22.062995169082125,27.0,10,17.0
2018,Tapioca,KOZHIKODE,Thuneri,1548.937,75.51,2358.0,0.19,36.0,21.0,20.51300490001324,28.5,10,18.5
2018,Tapioca,PALAKKAD,Thrithala,1244.034,50.69,1862.0,-0.02,41.0,23.0,24.542000394555142,32.0,10,22.0
2018,Tapioca,IDUKKI,Thodupuzha,21255.04,454.77,3429.7,0.3,33.0,20.0,46.737999428282436,26.5,10,16.5
2018,Tapioca,KOZHIKODE,Thodannur,1574.869,59.15,2319.7,0.11,37.0,22.2,26.625004226542686,29.6,10,19.6
2018,Tapioca,THRISSUR,Thalikulam,218.117,9.73,1744.0,-0.17,38.4,23.0,22.416957862281603,30.7,10,20.7
2018,Tapioca,KANNUR,Thalassery,5423.961,133.8,2481.3,0.02,35.5,22.2,40.53782511210762,28.85,10,18.85
2018,Tapioca,MALAPPURAM,Tanur,643.191,26.37,1975.4,-0.04,38.0,23.0,24.391012514220705,30.5,10,20.5
2018,Tapioca,KANNUR,Taliparamba,8653.434,279.08,2624.3,-0.08,36.6,22.0,31.007001576608857,29.3,10,19.3
2018,Tapioca,WAYANAD,Sulthanbathery,11210.107,285.94,1882.4,0.84,31.0,14.5,39.204403021612926,22.75,10,12.75
2018,Tapioca,PALAKKAD,Sreekrishnapuram,4537.66,173.93,2269.5,0.52,36.0,22.0,26.089001322371068,29.0,10,19.0
2018,Tapioca,KOLLAM,Sasthamcotta,55324.756,2050.28,2532.9,0.2,35.0,21.0,26.98400023411436,28.0,10,18.0
2018,Tapioca,PATHANAMTHITTA,Ranni,30253.05,638.25,3017.9,0.96,35.0,18.0,47.4,26.5,10,16.5
2018,Tapioca,THRISSUR,Puzhakal,1425.545,39.91,1958.3,-0.03,36.4,19.8,35.71899273365072,28.1,10,18.1
2018,Tapioca,PATHANAMTHITTA,Pulikeezh,6326.645,135.57,2341.7,0.06,36.0,19.0,46.66699859851,27.5,10,17.5
2018,Tapioca,TRIVANDRUM,Pothencode,32241.584,876.13,1705.0,0.06,36.3,22.0,36.8,29.15,10,19.15
2018,Tapioca,MALAPPURAM,Ponnani,207.5,5.99,1833.8,-0.04,36.0,23.0,34.64106844741235,29.5,10,19.5
2018,Tapioca,MALAPPURAM,Perumpadappa,164.389,8.85,1801.8,-0.06,36.7,20.0,18.57502824858757,28.35,10,18.35
2018,Tapioca,TRIVANDRUM,Perumkadavila,46607.002,1093.83,2519.4,0.94,34.0,23.0,42.608999570317145,28.5,10,18.5
2018,Tapioca,MALAPPURAM,Perintalmanna,48283.854,1284.35,2020.1,0.04,37.0,19.8,37.5940000778604,28.4,10,18.4
2018,Tapioca,KANNUR,Peravur,20456.394,408.76,2229.9,0.38,36.7,21.6,50.044999510715336,29.150000000000002,10,19.150000000000002
2018,Tapioca,KOZHIKODE,Perambra,6409.095,137.83,2444.7,0.2,38.0,20.0,46.5,29.0,10,19.0
2018,Tapioca,THRISSUR,Pazhayanoor,4502.667,104.56,1950.7,0.18,36.8,20.0,43.062997322111706,28.4,10,18.4
2018,Tapioca,KANNUR,Payyannur,1551.079,66.49,2428.9,-0.29,36.7,21.0,23.328004211159573,28.85,10,18.85
2018,Tapioca,ALAPPUZHA,Pattanakkad,447.405,21.2,2701.2,0.23,36.3,19.8,21.104009433962265,28.049999999999997,10,18.049999999999997
2018,Tapioca,PALAKKAD,Pattambi,3267.485,118.37,1910.2,0.01,34.7,20.6,27.603995944918477,27.650000000000002,10,17.650000000000002
2018,Tapioca,KOLLAM,Pathanapuram,61424.567,1356.31,2737.9,0.39,36.4,23.0,45.287999793557525,29.7,10,19.7
2018,Tapioca,ERNAKULAM,Paravur,1004.125,36.13,2046.5,-0.13,36.0,23.0,27.7920011071132,29.5,10,19.5
2018,Tapioca,TRIVANDRUM,Parassala,26389.31,830.61,2291.3,1.02,36.4,21.0,31.77099962678032,28.7,10,18.7
2018,Tapioca,KASARAGOD,Parappa,11264.061,330.39,2439.1,-0.28,39.0,21.2,34.09322618723327,30.1,10,20.1
2018,Tapioca,PATHANAMTHITTA,Parakodu,67475.241,1685.28,2816.3,0.27,36.7,36.0,40.03800021361435,36.35,10,26.35
2018,Tapioca,ERNAKULAM,Parakkadavu,32029.124,847.04,2124.8,-0.09,36.0,19.0,37.813000566679264,27.5,10,17.5
2018,Tapioca,KOZHIKODE,Panthalayani,472.159,26.02,2371.3,0.12,36.9,18.0,18.14600307455803,27.45,10,17.45
2018,Tapioca,KANNUR,Panoor,1087.391,35.29,2408.7,0.0,36.0,21.0,30.813006517427038,28.5,10,18.5
2018,Tapioca,PATHANAMTHITTA,Pandalam,30970.173,648.59,2745.1,0.14,34.0,21.6,47.75000077090303,27.8,10,17.8
2018,Tapioca,WAYANAD,Panamaram,18277.745,439.76,1977.6,0.9,32.0,14.9,41.56300027287611,23.45,10,13.45
2018,Tapioca,ERNAKULAM,Pampakuda,12903.392,236.69,3277.7,0.27,35.0,19.0,54.515999831002574,27.0,10,17.0
2018,Tapioca,KOTTAYAM,Pampady,23199.628,643.13,2765.1,0.0,35.0,21.0,36.07299923810116,28.0,10,18.0
2018,Tapioca,ERNAKULAM,Palluruthy,62.695,3.34,2732.2,0.17,36.0,23.1,18.770958083832337,29.55,10,19.55
2018,Tapioca,KOTTAYAM,Pallom,15584.155,482.99,2353.3,-0.01,37.0,19.8,32.26599929605168,28.4,10,18.4
2018,Tapioca,PALAKKAD,Palakkad,1234.52,44.09,1873.5,0.41,41.6,18.0,27.999999999999996,29.8,10,19.8
2018,Tapioca,PALAKKAD,Ottapalam,3893.254,93.99,2033.5,0.21,41.0,18.0,41.42200234067454,29.5,10,19.5
2018,Tapioca,THRISSUR,Ollukkara,3918.159,72.63,2006.9,0.13,38.4,21.3,53.94684014869889,29.85,10,19.85
2018,Tapioca,KOLLAM,Oachira,17228.43,763.57,2460.7,0.3,35.0,20.46,22.563000117867386,27.73,10,17.73
2018,Tapioca,KASARAGOD,Nileshwar,906.822,31.5,2335.8,-0.3,36.8,23.0,28.788,29.9,10,19.9
2018,Tapioca,MALAPPURAM,Nilamboor,8220.489,179.62,1873.3,-0.01,37.2,20.0,45.7660004453847,28.6,10,18.6
2018,Tapioca,TRIVANDRUM,Nemom,45242.201,1198.85,2418.5,0.79,36.3,18.0,37.73799974976019,27.15,10,17.15
2018,Tapioca,PALAKKAD,Nemmara,812.666,28.4,1543.6,0.13,40.0,19.0,28.615000000000002,29.5,10,19.5
2018,Tapioca,IDUKKI,Nedumkandam,29921.136,766.56,1993.3,0.85,31.5,18.0,39.03299937382592,24.75,10,14.75
2018,Tapioca,TRIVANDRUM,Nedumangad,19530.81,594.31,2375.5,0.72,35.0,22.0,32.86300079083307,28.5,10,18.5
2018,Tapioca,ERNAKULAM,Muvattupuzha,44673.772,781.01,3515.3,0.37,39.0,18.0,57.199999999999996,28.5,10,18.5
2018,Tapioca,ALAPPUZHA,Muthukulam,2605.824,145.35,2401.7,0.12,36.0,22.0,17.92792569659443,29.0,10,19.0
2018,Tapioca,THRISSUR,Mullassery,127.507,5.35,1818.9,-0.13,36.7,21.0,23.833084112149535,28.85,10,18.85
2018,Tapioca,ERNAKULAM,Mulanthuruthy,4891.134,126.96,3108.5,0.22,36.0,19.8,38.525,27.9,10,17.9
2018,Tapioca,KOLLAM,Mukhathala,20853.6,695.12,2255.7,0.04,36.3,22.8,29.999999999999996,29.549999999999997,10,19.549999999999997
2018,Tapioca,KOZHIKODE,Melady,483.923,23.01,2291.1,0.05,35.6,22.0,21.030986527596696,28.8,10,18.8
2018,Tapioca,ALAPPUZHA,Mavelikkara,9563.156,327.64,2486.4,0.15,36.0,22.0,29.18799902331828,29.0,10,19.0
2018,Tapioca,THRISSUR,Mathilakam,281.241,15.07,1838.7,-0.2,34.6,19.8,18.66230922362309,27.200000000000003,10,17.200000000000003
2018,Tapioca,PALAKKAD,Mannarkkad,12175.57,375.43,2394.6,0.61,38.0,18.8,32.43099912100791,28.4,10,18.4
2018,Tapioca,MALAPPURAM,Mankada,39508.072,942.0,1896.7,-0.05,37.0,20.0,41.94062845010616,28.5,10,18.5
2018,Tapioca,KASARAGOD,Manjeswar,3.025,0.21,2334.0,-0.25,36.7,20.0,14.404761904761905,28.35,10,18.35
